"BOOKINGID","REGISTRATIONNO","BOOKINGDATE","DEPARTUREZONE","DESTINATIONZONE","PASSENGERID"
T199,Car30,2021-11-21 16:00:00.000,ZoneD,ZoneA,U085
T200,Car20,2018-12-02 01:00:00.000,ZoneA,ZoneB,U069
T201,Car14,2020-06-10 22:00:00.000,ZoneD,ZoneD,U027
T202,Car21,2021-07-05 17:00:00.000,ZoneD,ZoneD,U104
T203,Car05,2021-01-12 18:00:00.000,ZoneD,ZoneA,U117
T204,Car22,2021-04-16 17:00:00.000,ZoneB,ZoneD,U160
T205,Car05,2019-06-10 01:00:00.000,ZoneC,ZoneB,U134
T206,Car21,2020-12-30 05:00:00.000,ZoneC,ZoneA,U114
T207,Car08,2020-03-26 06:00:00.000,ZoneB,ZoneA,U105
T208,Car30,2021-08-29 07:00:00.000,ZoneB,ZoneA,U096
T209,Car15,2018-01-28 08:00:00.000,ZoneA,ZoneB,U014
T210,Car11,2021-01-21 17:00:00.000,ZoneA,ZoneD,U037
T211,Car30,2020-07-24 21:00:00.000,ZoneA,ZoneC,U153
T212,Car14,2019-04-26 21:00:00.000,ZoneC,ZoneD,U018
T213,Car28,2016-08-21 03:00:00.000,ZoneA,ZoneA,U113
T214,Car16,2019-04-25 00:00:00.000,ZoneC,ZoneC,U042
T215,Car05,2019-06-02 08:00:00.000,ZoneA,ZoneD,U138
T216,Car29,2016-09-25 23:00:00.000,ZoneA,ZoneC,U141
T217,Car26,2016-03-31 20:00:00.000,ZoneD,ZoneD,U113
T218,Car01,2021-04-30 01:00:00.000,ZoneA,ZoneB,U114
T219,Car21,2019-05-05 05:00:00.000,ZoneD,ZoneB,U024
T220,Car24,2019-12-18 12:00:00.000,ZoneA,ZoneD,U103
T221,Car03,2016-05-28 18:00:00.000,ZoneA,ZoneA,U078
T222,Car20,2020-05-29 20:00:00.000,ZoneD,ZoneB,U106
T223,Car16,2016-05-30 10:00:00.000,ZoneA,ZoneA,U141
T224,Car11,2020-01-12 12:00:00.000,ZoneA,ZoneB,U087
T225,Car13,2018-08-31 03:00:00.000,ZoneB,ZoneD,U086
T226,Car05,2016-06-03 14:00:00.000,ZoneA,ZoneD,U114
T227,Car13,2020-07-18 15:00:00.000,ZoneD,ZoneC,U152
T228,Car25,2018-01-15 20:00:00.000,ZoneC,ZoneA,U069
T229,Car18,2021-03-30 05:00:00.000,ZoneD,ZoneC,U114
T230,Car27,2016-06-27 23:00:00.000,ZoneB,ZoneD,U022
T231,Car12,2015-07-22 22:00:00.000,ZoneA,ZoneC,U063
T232,Car19,2017-03-21 15:00:00.000,ZoneB,ZoneD,U156
T233,Car17,2016-01-06 05:00:00.000,ZoneD,ZoneA,U124
T234,Car23,2018-01-12 07:00:00.000,ZoneD,ZoneD,U048
T235,Car10,2017-09-25 18:00:00.000,ZoneA,ZoneB,U159
T236,Car07,2020-08-01 19:00:00.000,ZoneC,ZoneA,U090
T237,Car28,2015-03-14 22:00:00.000,ZoneD,ZoneA,U048
T238,Car29,2018-01-25 20:00:00.000,ZoneB,ZoneC,U070
T239,Car05,2017-10-08 06:00:00.000,ZoneC,ZoneC,U074
T240,Car08,2018-02-02 03:00:00.000,ZoneB,ZoneC,U058
T241,Car30,2015-03-23 06:00:00.000,ZoneC,ZoneC,U092
T242,Car19,2021-07-21 13:00:00.000,ZoneB,ZoneC,U053
T243,Car26,2018-05-18 13:00:00.000,ZoneB,ZoneB,U093
T244,Car22,2015-10-25 22:00:00.000,ZoneD,ZoneD,U116
T245,Car04,2021-11-08 18:00:00.000,ZoneD,ZoneB,U083
T246,Car25,2020-07-13 10:00:00.000,ZoneA,ZoneA,U058
T247,Car22,2017-02-01 22:00:00.000,ZoneC,ZoneC,U098
T248,Car20,2016-01-21 05:00:00.000,ZoneB,ZoneA,U153
T249,Car09,2021-01-08 09:00:00.000,ZoneC,ZoneA,U111
T250,Car05,2015-06-23 03:00:00.000,ZoneD,ZoneB,U056
T251,Car21,2020-02-04 05:00:00.000,ZoneD,ZoneA,U131
T252,Car20,2018-11-20 14:00:00.000,ZoneD,ZoneA,U124
T253,Car13,2017-12-09 13:00:00.000,ZoneC,ZoneC,U110
T254,Car03,2019-01-27 17:00:00.000,ZoneB,ZoneA,U071
T255,Car30,2017-04-14 19:00:00.000,ZoneA,ZoneA,U069
T256,Car21,2016-08-19 21:00:00.000,ZoneA,ZoneB,U039
T257,Car05,2019-03-11 10:00:00.000,ZoneD,ZoneD,U075
T258,Car14,2020-11-27 07:00:00.000,ZoneA,ZoneC,U065
T259,Car09,2020-09-02 11:00:00.000,ZoneA,ZoneD,U013
T260,Car07,2020-03-01 16:00:00.000,ZoneB,ZoneB,U081
T261,Car03,2016-07-30 06:00:00.000,ZoneA,ZoneD,U043
T262,Car27,2015-05-27 01:00:00.000,ZoneB,ZoneB,U152
T263,Car30,2017-10-18 06:00:00.000,ZoneC,ZoneA,U150
T264,Car21,2021-07-20 02:00:00.000,ZoneD,ZoneB,U102
T265,Car06,2021-08-12 20:00:00.000,ZoneB,ZoneD,U147
T266,Car08,2020-12-14 14:00:00.000,ZoneB,ZoneC,U055
T267,Car19,2017-07-24 20:00:00.000,ZoneD,ZoneC,U031
T268,Car05,2020-12-11 11:00:00.000,ZoneC,ZoneD,U072
T269,Car18,2017-06-02 08:00:00.000,ZoneC,ZoneB,U131
T270,Car17,2016-12-01 10:00:00.000,ZoneD,ZoneB,U161
T271,Car09,2021-07-10 22:00:00.000,ZoneC,ZoneA,U068
T272,Car18,2020-07-04 06:00:00.000,ZoneA,ZoneA,U087
T273,Car24,2017-06-29 15:00:00.000,ZoneB,ZoneD,U137
T274,Car24,2020-09-22 06:00:00.000,ZoneC,ZoneB,U076
T275,Car30,2019-08-09 01:00:00.000,ZoneB,ZoneB,U134
T276,Car23,2020-09-09 13:00:00.000,ZoneC,ZoneC,U130
T277,Car20,2020-11-09 14:00:00.000,ZoneA,ZoneD,U116
T278,Car04,2016-05-29 09:00:00.000,ZoneA,ZoneC,U138
T279,Car03,2017-01-30 15:00:00.000,ZoneB,ZoneA,U053
T280,Car18,2016-10-26 04:00:00.000,ZoneD,ZoneD,U091
T281,Car03,2021-03-01 21:00:00.000,ZoneC,ZoneA,U010
T282,Car15,2021-04-02 23:00:00.000,ZoneC,ZoneC,U107
T283,Car02,2021-01-21 22:00:00.000,ZoneD,ZoneC,U020
T284,Car22,2021-11-19 09:00:00.000,ZoneA,ZoneB,U137
T285,Car01,2018-04-03 23:00:00.000,ZoneA,ZoneD,U153
T286,Car19,2016-08-22 04:00:00.000,ZoneD,ZoneC,U142
T287,Car29,2020-04-27 03:00:00.000,ZoneA,ZoneA,U027
T288,Car05,2017-12-08 02:00:00.000,ZoneB,ZoneC,U103
T289,Car17,2018-04-25 10:00:00.000,ZoneA,ZoneA,U122
T290,Car04,2020-09-06 15:00:00.000,ZoneB,ZoneD,U037
T291,Car27,2016-01-16 10:00:00.000,ZoneA,ZoneC,U104
T292,Car04,2016-09-24 02:00:00.000,ZoneD,ZoneD,U062
T293,Car13,2021-11-19 14:00:00.000,ZoneB,ZoneB,U103
T294,Car06,2021-11-18 08:00:00.000,ZoneB,ZoneB,U118
T295,Car12,2019-03-06 10:00:00.000,ZoneC,ZoneD,U093
T296,Car27,2021-07-21 18:00:00.000,ZoneC,ZoneB,U035
T297,Car11,2020-11-21 16:00:00.000,ZoneC,ZoneC,U127
T298,Car09,2016-06-09 05:00:00.000,ZoneC,ZoneA,U144
T299,Car08,2018-01-13 18:00:00.000,ZoneC,ZoneB,U071
T300,Car20,2020-01-22 02:00:00.000,ZoneC,ZoneB,U055
T301,Car06,2018-10-17 15:00:00.000,ZoneB,ZoneA,U110
T302,Car11,2015-10-06 18:00:00.000,ZoneD,ZoneC,U141
T303,Car04,2020-11-20 15:00:00.000,ZoneB,ZoneB,U117
T304,Car10,2021-01-04 10:00:00.000,ZoneB,ZoneD,U097
T305,Car24,2018-11-26 10:00:00.000,ZoneC,ZoneD,U116
T306,Car18,2020-03-21 06:00:00.000,ZoneC,ZoneB,U095
T307,Car18,2020-01-11 06:00:00.000,ZoneB,ZoneB,U030
T308,Car06,2019-12-07 06:00:00.000,ZoneA,ZoneD,U135
T309,Car14,2020-03-23 08:00:00.000,ZoneA,ZoneA,U151
T310,Car04,2015-12-24 12:00:00.000,ZoneA,ZoneB,U097
T311,Car01,2020-10-10 09:00:00.000,ZoneA,ZoneB,U135
T312,Car24,2016-11-01 05:00:00.000,ZoneD,ZoneC,U084
T313,Car21,2018-12-08 22:00:00.000,ZoneA,ZoneB,U114
T314,Car24,2018-10-22 20:00:00.000,ZoneA,ZoneB,U132
T315,Car24,2016-11-08 02:00:00.000,ZoneB,ZoneC,U158
T316,Car19,2016-04-21 06:00:00.000,ZoneB,ZoneC,U132
T317,Car26,2020-03-30 10:00:00.000,ZoneD,ZoneD,U111
T318,Car02,2016-09-12 05:00:00.000,ZoneD,ZoneD,U107
T319,Car24,2017-12-24 23:00:00.000,ZoneD,ZoneC,U035
T320,Car11,2016-12-18 22:00:00.000,ZoneD,ZoneC,U029
T321,Car11,2018-03-01 15:00:00.000,ZoneB,ZoneD,U120
T322,Car08,2021-09-08 12:00:00.000,ZoneD,ZoneA,U139
T323,Car21,2016-12-02 11:00:00.000,ZoneC,ZoneD,U030
T324,Car30,2021-03-25 10:00:00.000,ZoneB,ZoneD,U020
T325,Car16,2018-05-16 21:00:00.000,ZoneB,ZoneA,U076
T326,Car29,2018-04-04 04:00:00.000,ZoneD,ZoneC,U044
T327,Car26,2016-01-02 06:00:00.000,ZoneD,ZoneA,U025
T328,Car04,2016-10-09 07:00:00.000,ZoneD,ZoneC,U146
T329,Car26,2019-02-14 00:00:00.000,ZoneC,ZoneB,U028
T330,Car10,2015-11-10 08:00:00.000,ZoneB,ZoneA,U061
T331,Car15,2021-12-08 18:00:00.000,ZoneD,ZoneB,U076
T332,Car12,2015-11-21 04:00:00.000,ZoneD,ZoneA,U115
T333,Car15,2017-08-05 17:00:00.000,ZoneC,ZoneC,U089
T334,Car12,2015-11-23 06:00:00.000,ZoneD,ZoneD,U104
T335,Car11,2015-06-05 15:00:00.000,ZoneB,ZoneC,U040
T336,Car17,2016-05-28 23:00:00.000,ZoneA,ZoneD,U023
T337,Car14,2016-05-21 06:00:00.000,ZoneA,ZoneC,U089
T338,Car20,2020-06-07 14:00:00.000,ZoneB,ZoneC,U121
T339,Car08,2019-02-23 04:00:00.000,ZoneA,ZoneA,U056
T340,Car01,2019-03-23 12:00:00.000,ZoneA,ZoneB,U153
T341,Car09,2020-05-13 09:00:00.000,ZoneA,ZoneD,U094
T342,Car28,2018-08-20 17:00:00.000,ZoneA,ZoneB,U159
T343,Car21,2021-06-10 17:00:00.000,ZoneC,ZoneD,U051
T344,Car09,2019-08-05 22:00:00.000,ZoneD,ZoneB,U010
T345,Car08,2015-01-05 14:00:00.000,ZoneA,ZoneA,U114
T346,Car25,2019-08-19 06:00:00.000,ZoneD,ZoneB,U023
T347,Car10,2018-01-19 04:00:00.000,ZoneA,ZoneB,U134
T348,Car28,2020-09-09 03:00:00.000,ZoneD,ZoneD,U018
T349,Car07,2017-01-21 06:00:00.000,ZoneD,ZoneD,U095
T350,Car05,2019-12-23 22:00:00.000,ZoneB,ZoneA,U070
T351,Car24,2021-10-31 00:00:00.000,ZoneC,ZoneA,U033
T352,Car05,2021-10-28 02:00:00.000,ZoneA,ZoneD,U103
T353,Car24,2018-07-10 16:00:00.000,ZoneB,ZoneA,U039
T354,Car03,2020-03-17 22:00:00.000,ZoneC,ZoneA,U132
T355,Car22,2018-01-31 06:00:00.000,ZoneD,ZoneB,U043
T356,Car04,2015-10-27 14:00:00.000,ZoneC,ZoneB,U012
T357,Car27,2021-01-08 09:00:00.000,ZoneC,ZoneC,U127
T358,Car10,2019-11-01 10:00:00.000,ZoneC,ZoneD,U091
T359,Car05,2015-01-09 13:00:00.000,ZoneC,ZoneD,U027
T360,Car22,2020-10-02 16:00:00.000,ZoneA,ZoneB,U099
T361,Car23,2020-04-08 19:00:00.000,ZoneA,ZoneD,U149
T362,Car29,2017-05-09 14:00:00.000,ZoneB,ZoneD,U074
T363,Car08,2016-09-16 14:00:00.000,ZoneA,ZoneD,U038
T364,Car29,2016-10-07 15:00:00.000,ZoneB,ZoneC,U130
T365,Car02,2019-08-16 23:00:00.000,ZoneC,ZoneC,U015
T366,Car06,2019-05-28 08:00:00.000,ZoneA,ZoneC,U029
T367,Car09,2016-02-21 11:00:00.000,ZoneA,ZoneC,U092
T368,Car10,2019-04-30 15:00:00.000,ZoneB,ZoneA,U126
T369,Car09,2016-02-03 08:00:00.000,ZoneB,ZoneC,U100
T370,Car04,2020-06-19 01:00:00.000,ZoneB,ZoneB,U110
T371,Car30,2015-01-28 02:00:00.000,ZoneC,ZoneA,U124
T372,Car19,2016-11-22 21:00:00.000,ZoneC,ZoneB,U048
T373,Car30,2016-08-20 22:00:00.000,ZoneC,ZoneD,U070
T374,Car01,2017-02-21 02:00:00.000,ZoneA,ZoneB,U123
T375,Car07,2020-06-30 22:00:00.000,ZoneA,ZoneD,U031
T376,Car09,2017-01-25 20:00:00.000,ZoneD,ZoneB,U141
T377,Car21,2018-12-04 23:00:00.000,ZoneD,ZoneC,U016
T378,Car09,2019-01-17 17:00:00.000,ZoneB,ZoneA,U124
T379,Car25,2020-02-04 20:00:00.000,ZoneB,ZoneA,U063
T380,Car02,2020-09-21 05:00:00.000,ZoneD,ZoneB,U091
T381,Car06,2018-04-26 21:00:00.000,ZoneB,ZoneA,U024
T382,Car04,2018-02-08 19:00:00.000,ZoneB,ZoneD,U010
T383,Car14,2016-10-17 20:00:00.000,ZoneD,ZoneC,U133
T384,Car17,2019-02-23 09:00:00.000,ZoneD,ZoneD,U021
T385,Car29,2018-06-27 03:00:00.000,ZoneA,ZoneC,U082
T386,Car24,2019-09-19 07:00:00.000,ZoneB,ZoneC,U125
T387,Car06,2017-07-15 11:00:00.000,ZoneC,ZoneD,U098
T388,Car03,2017-09-12 20:00:00.000,ZoneA,ZoneB,U157
T389,Car26,2019-01-27 17:00:00.000,ZoneD,ZoneD,U090
T390,Car23,2021-04-13 14:00:00.000,ZoneA,ZoneA,U040
T391,Car24,2018-03-18 22:00:00.000,ZoneA,ZoneA,U059
T392,Car19,2015-01-06 10:00:00.000,ZoneC,ZoneB,U087
T393,Car06,2020-05-19 20:00:00.000,ZoneB,ZoneB,U011
T394,Car18,2017-10-12 05:00:00.000,ZoneB,ZoneB,U155
T395,Car26,2017-12-22 01:00:00.000,ZoneB,ZoneD,U024
T396,Car25,2020-02-15 01:00:00.000,ZoneB,ZoneB,U112
T397,Car20,2016-03-19 23:00:00.000,ZoneD,ZoneD,U060
T398,Car20,2019-02-17 18:00:00.000,ZoneB,ZoneD,U109
T399,Car16,2020-01-14 09:00:00.000,ZoneA,ZoneA,U060
T400,Car03,2019-04-21 06:00:00.000,ZoneD,ZoneC,U145
T401,Car24,2017-03-22 06:00:00.000,ZoneA,ZoneD,U138
T402,Car08,2021-05-16 17:00:00.000,ZoneD,ZoneB,U116
T403,Car08,2021-03-16 16:00:00.000,ZoneC,ZoneC,U130
T404,Car15,2015-11-18 01:00:00.000,ZoneA,ZoneC,U050
T405,Car22,2021-10-27 16:00:00.000,ZoneA,ZoneD,U113
T406,Car21,2021-08-05 13:00:00.000,ZoneC,ZoneD,U121
T407,Car22,2021-02-24 11:00:00.000,ZoneC,ZoneC,U023
T408,Car17,2017-03-12 11:00:00.000,ZoneA,ZoneA,U042
T409,Car19,2015-03-18 06:00:00.000,ZoneB,ZoneB,U136
T410,Car29,2016-08-25 17:00:00.000,ZoneC,ZoneA,U062
T411,Car29,2016-12-09 18:00:00.000,ZoneA,ZoneD,U151
T412,Car02,2020-07-14 01:00:00.000,ZoneD,ZoneD,U146
T413,Car21,2016-03-17 21:00:00.000,ZoneB,ZoneA,U021
T414,Car26,2016-02-08 08:00:00.000,ZoneA,ZoneB,U022
T415,Car28,2017-02-17 03:00:00.000,ZoneA,ZoneA,U032
T416,Car03,2018-10-11 14:00:00.000,ZoneB,ZoneA,U095
T417,Car30,2015-04-16 00:00:00.000,ZoneD,ZoneA,U072
T418,Car16,2016-02-18 03:00:00.000,ZoneB,ZoneB,U086
T419,Car29,2019-03-24 03:00:00.000,ZoneC,ZoneA,U098
T420,Car27,2019-01-19 14:00:00.000,ZoneC,ZoneA,U028
T421,Car12,2021-11-06 11:00:00.000,ZoneB,ZoneD,U065
T422,Car06,2016-06-30 21:00:00.000,ZoneD,ZoneB,U078
T423,Car14,2018-10-19 12:00:00.000,ZoneB,ZoneC,U162
T424,Car11,2015-11-18 11:00:00.000,ZoneC,ZoneD,U099
T425,Car18,2020-04-03 14:00:00.000,ZoneC,ZoneB,U037
T426,Car08,2015-05-13 07:00:00.000,ZoneD,ZoneC,U109
T427,Car01,2017-01-20 10:00:00.000,ZoneC,ZoneC,U154
T428,Car01,2017-10-29 22:00:00.000,ZoneD,ZoneC,U041
T429,Car21,2021-12-04 19:00:00.000,ZoneC,ZoneC,U123
T430,Car09,2017-05-12 02:00:00.000,ZoneC,ZoneD,U114
T431,Car09,2017-12-12 21:00:00.000,ZoneA,ZoneA,U014
T432,Car30,2016-01-07 01:00:00.000,ZoneA,ZoneC,U137
T433,Car18,2017-03-07 01:00:00.000,ZoneB,ZoneB,U118
T434,Car27,2019-03-14 08:00:00.000,ZoneA,ZoneB,U059
T435,Car14,2021-08-17 20:00:00.000,ZoneD,ZoneA,U133
T436,Car08,2020-12-09 19:00:00.000,ZoneB,ZoneA,U137
T437,Car13,2019-11-19 08:00:00.000,ZoneA,ZoneD,U064
T438,Car18,2017-10-21 19:00:00.000,ZoneC,ZoneA,U010
T439,Car01,2016-02-06 06:00:00.000,ZoneD,ZoneB,U075
T440,Car30,2020-10-02 11:00:00.000,ZoneA,ZoneB,U129
T441,Car15,2018-08-03 20:00:00.000,ZoneA,ZoneB,U012
T442,Car04,2018-01-04 04:00:00.000,ZoneA,ZoneD,U028
T443,Car02,2019-06-14 05:00:00.000,ZoneD,ZoneA,U073
T444,Car09,2021-04-24 20:00:00.000,ZoneA,ZoneA,U136
T445,Car26,2021-12-07 02:00:00.000,ZoneB,ZoneD,U138
T446,Car20,2018-10-17 05:00:00.000,ZoneC,ZoneD,U074
T447,Car07,2019-07-04 20:00:00.000,ZoneA,ZoneA,U073
T448,Car10,2019-11-21 05:00:00.000,ZoneD,ZoneA,U116
T449,Car03,2015-03-13 06:00:00.000,ZoneC,ZoneB,U045
T450,Car08,2017-02-27 03:00:00.000,ZoneB,ZoneA,U149
T451,Car02,2021-02-04 11:00:00.000,ZoneC,ZoneB,U080
T452,Car05,2018-04-23 13:00:00.000,ZoneA,ZoneC,U134
T453,Car10,2021-01-23 09:00:00.000,ZoneC,ZoneC,U029
T454,Car16,2015-09-24 11:00:00.000,ZoneB,ZoneB,U064
T455,Car25,2017-07-04 00:00:00.000,ZoneD,ZoneC,U108
T456,Car22,2016-04-18 03:00:00.000,ZoneD,ZoneC,U132
T457,Car29,2016-06-07 13:00:00.000,ZoneA,ZoneD,U032
T458,Car16,2021-01-26 22:00:00.000,ZoneD,ZoneC,U155
T459,Car26,2021-12-06 11:00:00.000,ZoneA,ZoneB,U117
T460,Car24,2021-08-11 04:00:00.000,ZoneB,ZoneA,U081
T461,Car13,2020-04-24 05:00:00.000,ZoneA,ZoneA,U161
T462,Car07,2021-09-04 08:00:00.000,ZoneC,ZoneB,U046
T463,Car09,2015-12-25 03:00:00.000,ZoneC,ZoneA,U013
T464,Car04,2018-08-29 21:00:00.000,ZoneD,ZoneA,U142
T465,Car04,2018-04-03 13:00:00.000,ZoneB,ZoneD,U092
T466,Car26,2020-03-01 01:00:00.000,ZoneB,ZoneA,U121
T467,Car27,2019-11-22 11:00:00.000,ZoneD,ZoneB,U038
T468,Car05,2019-02-11 12:00:00.000,ZoneC,ZoneB,U156
T469,Car20,2016-09-04 02:00:00.000,ZoneB,ZoneB,U045
T470,Car30,2021-05-14 10:00:00.000,ZoneD,ZoneB,U111
T471,Car07,2018-07-17 08:00:00.000,ZoneA,ZoneC,U027
T472,Car24,2020-12-04 04:00:00.000,ZoneC,ZoneC,U085
T473,Car16,2017-12-31 15:00:00.000,ZoneB,ZoneC,U154
T474,Car19,2020-06-07 19:00:00.000,ZoneA,ZoneC,U111
T475,Car22,2017-06-01 02:00:00.000,ZoneD,ZoneB,U144
T476,Car06,2015-11-13 11:00:00.000,ZoneC,ZoneA,U024
T477,Car28,2016-07-19 05:00:00.000,ZoneC,ZoneD,U057
T478,Car29,2015-04-19 03:00:00.000,ZoneC,ZoneB,U024
T479,Car28,2016-01-06 10:00:00.000,ZoneC,ZoneD,U122
T480,Car19,2018-01-13 08:00:00.000,ZoneA,ZoneD,U158
T481,Car06,2017-08-24 11:00:00.000,ZoneD,ZoneB,U011
T482,Car29,2015-07-19 09:00:00.000,ZoneA,ZoneA,U156
T483,Car07,2018-10-15 13:00:00.000,ZoneB,ZoneB,U023
T484,Car23,2017-10-09 02:00:00.000,ZoneC,ZoneB,U068
T485,Car11,2017-01-29 09:00:00.000,ZoneC,ZoneC,U089
T486,Car17,2017-02-15 21:00:00.000,ZoneB,ZoneA,U053
T487,Car30,2020-08-23 21:00:00.000,ZoneA,ZoneD,U159
T488,Car08,2016-06-12 03:00:00.000,ZoneB,ZoneC,U048
T489,Car15,2017-12-19 03:00:00.000,ZoneA,ZoneD,U038
T490,Car14,2017-07-30 11:00:00.000,ZoneB,ZoneC,U090
T491,Car03,2015-01-21 00:00:00.000,ZoneB,ZoneA,U012
T492,Car13,2021-12-08 03:00:00.000,ZoneB,ZoneD,U154
T493,Car09,2018-07-09 20:00:00.000,ZoneB,ZoneB,U021
T494,Car17,2018-11-26 10:00:00.000,ZoneD,ZoneB,U067
T495,Car05,2015-08-22 18:00:00.000,ZoneB,ZoneC,U070
T496,Car04,2019-11-30 14:00:00.000,ZoneC,ZoneD,U137
T497,Car16,2021-06-05 17:00:00.000,ZoneD,ZoneD,U082
T498,Car18,2019-04-17 12:00:00.000,ZoneA,ZoneC,U156
T499,Car23,2018-01-16 06:00:00.000,ZoneA,ZoneA,U089
T500,Car06,2018-05-18 13:00:00.000,ZoneC,ZoneA,U062
T501,Car21,2016-11-27 06:00:00.000,ZoneA,ZoneB,U049
T502,Car26,2015-12-05 23:00:00.000,ZoneD,ZoneC,U117
T503,Car30,2020-12-07 22:00:00.000,ZoneA,ZoneB,U071
T504,Car09,2016-05-10 15:00:00.000,ZoneD,ZoneD,U126
T505,Car14,2015-10-29 16:00:00.000,ZoneC,ZoneC,U134
T506,Car15,2021-11-22 07:00:00.000,ZoneC,ZoneA,U011
T507,Car21,2016-07-13 19:00:00.000,ZoneD,ZoneA,U142
T508,Car18,2018-01-14 09:00:00.000,ZoneD,ZoneA,U027
T509,Car17,2017-03-29 13:00:00.000,ZoneD,ZoneB,U151
T510,Car23,2018-01-25 15:00:00.000,ZoneB,ZoneD,U128
T511,Car24,2019-06-20 06:00:00.000,ZoneB,ZoneA,U034
T512,Car28,2020-03-24 14:00:00.000,ZoneA,ZoneD,U105
T513,Car22,2016-05-22 22:00:00.000,ZoneC,ZoneD,U081
T514,Car01,2017-11-01 10:00:00.000,ZoneC,ZoneA,U045
T515,Car28,2015-07-13 03:00:00.000,ZoneB,ZoneC,U073
T516,Car01,2016-12-14 03:00:00.000,ZoneB,ZoneD,U056
T517,Car01,2020-12-09 09:00:00.000,ZoneD,ZoneA,U049
T518,Car19,2019-04-26 06:00:00.000,ZoneA,ZoneA,U118
T519,Car22,2018-09-28 16:00:00.000,ZoneC,ZoneC,U121
T520,Car16,2015-06-19 14:00:00.000,ZoneC,ZoneD,U050
T521,Car25,2020-10-02 16:00:00.000,ZoneD,ZoneB,U161
T522,Car11,2015-07-26 06:00:00.000,ZoneA,ZoneC,U103
T523,Car04,2020-04-11 17:00:00.000,ZoneA,ZoneD,U161
T524,Car17,2018-06-24 00:00:00.000,ZoneD,ZoneA,U146
T525,Car09,2018-10-05 18:00:00.000,ZoneD,ZoneC,U048
T526,Car08,2019-08-22 04:00:00.000,ZoneA,ZoneC,U131
T527,Car12,2015-02-16 01:00:00.000,ZoneA,ZoneB,U112
T528,Car02,2020-08-30 08:00:00.000,ZoneC,ZoneD,U085
T529,Car27,2018-07-05 16:00:00.000,ZoneD,ZoneD,U126
T530,Car13,2021-10-24 18:00:00.000,ZoneC,ZoneC,U118
T531,Car28,2019-08-23 05:00:00.000,ZoneD,ZoneC,U111
T532,Car21,2021-03-25 20:00:00.000,ZoneD,ZoneC,U018
T533,Car11,2019-03-04 13:00:00.000,ZoneC,ZoneD,U027
T534,Car30,2016-10-20 23:00:00.000,ZoneA,ZoneD,U036
T535,Car22,2016-12-21 10:00:00.000,ZoneD,ZoneD,U105
T536,Car07,2015-08-23 04:00:00.000,ZoneC,ZoneC,U110
T537,Car29,2016-03-30 19:00:00.000,ZoneD,ZoneC,U151
T538,Car21,2021-06-19 01:00:00.000,ZoneD,ZoneD,U086
T539,Car20,2017-03-14 03:00:00.000,ZoneA,ZoneB,U090
T540,Car06,2019-09-26 14:00:00.000,ZoneD,ZoneB,U029
T541,Car06,2019-11-26 05:00:00.000,ZoneA,ZoneC,U032
T542,Car14,2018-05-10 05:00:00.000,ZoneC,ZoneD,U137
T543,Car22,2015-04-04 18:00:00.000,ZoneC,ZoneD,U066
T544,Car16,2020-03-26 06:00:00.000,ZoneA,ZoneA,U058
T545,Car12,2015-09-19 06:00:00.000,ZoneC,ZoneD,U084
T546,Car23,2016-04-07 22:00:00.000,ZoneD,ZoneA,U041
T547,Car27,2017-07-18 04:00:00.000,ZoneB,ZoneA,U036
T548,Car05,2021-03-16 16:00:00.000,ZoneA,ZoneC,U101
T549,Car01,2015-09-22 19:00:00.000,ZoneC,ZoneB,U077
T550,Car14,2016-06-16 02:00:00.000,ZoneC,ZoneC,U013
T551,Car30,2020-10-09 03:00:00.000,ZoneB,ZoneA,U132
T552,Car23,2020-03-27 02:00:00.000,ZoneC,ZoneC,U143
T553,Car30,2017-12-12 16:00:00.000,ZoneC,ZoneA,U123
T554,Car19,2016-11-20 14:00:00.000,ZoneA,ZoneC,U138
T555,Car11,2018-12-12 21:00:00.000,ZoneA,ZoneC,U045
T556,Car01,2017-06-29 05:00:00.000,ZoneD,ZoneC,U118
T557,Car17,2016-12-08 17:00:00.000,ZoneD,ZoneB,U096
T558,Car09,2015-10-06 23:00:00.000,ZoneA,ZoneC,U081
T559,Car18,2019-07-10 06:00:00.000,ZoneA,ZoneB,U124
T560,Car23,2017-11-15 09:00:00.000,ZoneB,ZoneA,U041
T561,Car16,2015-09-04 21:00:00.000,ZoneD,ZoneD,U082
T562,Car10,2020-07-28 15:00:00.000,ZoneB,ZoneC,U031
T563,Car21,2020-02-11 12:00:00.000,ZoneD,ZoneB,U031
T564,Car14,2021-03-06 16:00:00.000,ZoneC,ZoneD,U011
T565,Car05,2016-01-19 08:00:00.000,ZoneC,ZoneC,U067
T566,Car23,2017-10-27 00:00:00.000,ZoneA,ZoneD,U122
T567,Car27,2019-08-13 05:00:00.000,ZoneA,ZoneC,U040
T568,Car11,2015-09-03 10:00:00.000,ZoneA,ZoneD,U031
T569,Car28,2020-02-21 02:00:00.000,ZoneA,ZoneA,U074
T570,Car21,2020-06-01 18:00:00.000,ZoneB,ZoneA,U156
T571,Car29,2017-12-06 05:00:00.000,ZoneC,ZoneC,U049
T572,Car14,2015-10-13 20:00:00.000,ZoneB,ZoneD,U124
T573,Car23,2020-01-10 00:00:00.000,ZoneC,ZoneB,U121
T574,Car06,2019-11-08 22:00:00.000,ZoneD,ZoneC,U157
